id,sexo,posse_de_veiculo,posse_de_imovel,qtd_filhos,tipo_renda,educacao,estado_civil,tipo_residencia,idade,tempo_emprego,possui_celular,possui_fone_comercial,possui_fone,possui_email,qt_pessoas_residencia,mau
110,M,Y,N,0,Working,Higher education,Married,House / apartment,4.335.616.438.356.160,10.191.780.821.917.800,1,1,1,0,2.0,FALSE
111,M,Y,N,0,Working,Higher education,Married,House / apartment,4.335.616.438.356.160,10.191.780.821.917.800,1,1,1,0,2.0,FALSE
112,F,N,N,0,Working,Secondary / secondary special,Married,House / apartment,5.363.013.698.630.130,7.947.945.205.479.450,1,0,0,0,2.0,FALSE
113,F,N,N,0,Working,Secondary / secondary special,Married,House / apartment,5.363.013.698.630.130,7.947.945.205.479.450,1,0,0,0,2.0,FALSE
114,F,N,N,0,Working,Secondary / secondary special,Married,House / apartment,5.363.013.698.630.130,7.947.945.205.479.450,1,0,0,0,2.0,FALSE
115,F,N,N,0,Working,Secondary / secondary special,Married,House / apartment,5.363.013.698.630.130,7.947.945.205.479.450,1,0,0,0,2.0,FALSE
116,F,N,N,0,Working,Secondary / secondary special,Married,House / apartment,5.363.013.698.630.130,7.947.945.205.479.450,1,0,0,0,2.0,FALSE
117,F,N,N,0,Working,Secondary / secondary special,Married,House / apartment,5.363.013.698.630.130,7.947.945.205.479.450,1,0,0,0,2.0,FALSE
118,F,N,N,0,Working,Secondary / secondary special,Married,House / apartment,5.363.013.698.630.130,7.947.945.205.479.450,1,0,0,0,2.0,FALSE
119,F,N,N,0,Working,Secondary / secondary special,Married,House / apartment,5.363.013.698.630.130,7.947.945.205.479.450,1,0,0,0,2.0,FALSE
120,F,N,N,0,Working,Secondary / secondary special,Married,House / apartment,3.538.356.164.383.560,8.695.890.410.958.900,1,0,1,0,2.0,FALSE
121,F,N,N,0,Working,Secondary / secondary special,Married,House / apartment,3.538.356.164.383.560,8.695.890.410.958.900,1,0,1,0,2.0,FALSE
122,F,N,N,0,Working,Secondary / secondary special,Married,House / apartment,3.538.356.164.383.560,8.695.890.410.958.900,1,0,1,0,2.0,FALSE
123,F,Y,N,0,Pensioner,Secondary / secondary special,Married,House / apartment,6.267.671.232.876.710,-10.006.657.534.246.500,1,0,1,1,2.0,FALSE
124,M,Y,N,0,Working,Incomplete higher,Married,Co-op apartment,502.054.794.520.548,3.441.095.890.410.950,1,0,0,0,2.0,FALSE
125,M,Y,N,0,Working,Incomplete higher,Married,Co-op apartment,502.054.794.520.548,3.441.095.890.410.950,1,0,0,0,2.0,FALSE
126,M,Y,N,0,Working,Incomplete higher,Married,Co-op apartment,502.054.794.520.548,3.441.095.890.410.950,1,0,0,0,2.0,FALSE
127,M,Y,N,0,Working,Incomplete higher,Married,Co-op apartment,502.054.794.520.548,3.441.095.890.410.950,1,0,0,0,2.0,FALSE
128,M,Y,N,0,Working,Incomplete higher,Married,Co-op apartment,502.054.794.520.548,3.441.095.890.410.950,1,0,0,0,2.0,FALSE
129,M,Y,N,0,Working,Incomplete higher,Married,Co-op apartment,502.054.794.520.548,3.441.095.890.410.950,1,0,0,0,2.0,FALSE
130,F,N,N,0,Working,Higher education,Married,House / apartment,4.814.520.547.945.200,15.868.493.150.684.900,1,1,1,0,2.0,FALSE
131,F,N,N,0,Working,Higher education,Married,House / apartment,4.814.520.547.945.200,15.868.493.150.684.900,1,1,1,0,2.0,FALSE
132,F,N,N,0,Working,Higher education,Married,House / apartment,4.814.520.547.945.200,15.868.493.150.684.900,1,1,1,0,2.0,FALSE
133,F,N,N,0,State servant,Secondary / secondary special,Married,House / apartment,5.740.547.945.205.470,23.791.780.821.917.800,1,1,1,0,2.0,FALSE
134,F,N,N,0,State servant,Secondary / secondary special,Married,House / apartment,5.740.547.945.205.470,23.791.780.821.917.800,1,1,1,0,2.0,FALSE
135,F,N,N,0,State servant,Secondary / secondary special,Married,House / apartment,5.740.547.945.205.470,23.791.780.821.917.800,1,1,1,0,2.0,FALSE
136,F,N,N,0,Working,Higher education,Married,House / apartment,3.378.904.109.589.040,2.356.164.383.561.640,1,1,1,0,2.0,FALSE
137,F,Y,N,0,Working,Secondary / secondary special,Married,House / apartment,4.018.356.164.383.560,2.186.301.369.863.010,1,1,0,0,2.0,FALSE
138,F,Y,N,0,Working,Secondary / secondary special,Married,House / apartment,4.018.356.164.383.560,2.186.301.369.863.010,1,1,0,0,2.0,FALSE
139,F,Y,N,0,Working,Secondary / secondary special,Married,House / apartment,4.018.356.164.383.560,2.186.301.369.863.010,1,1,0,0,2.0,FALSE
140,F,Y,N,0,Working,Secondary / secondary special,Married,House / apartment,4.018.356.164.383.560,2.186.301.369.863.010,1,1,0,0,2.0,FALSE
141,F,Y,N,0,Working,Secondary / secondary special,Married,House / apartment,4.018.356.164.383.560,2.186.301.369.863.010,1,1,0,0,2.0,FALSE
142,F,Y,N,0,Working,Secondary / secondary special,Married,House / apartment,4.018.356.164.383.560,2.186.301.369.863.010,1,1,0,0,2.0,FALSE
143,F,Y,N,0,Working,Secondary / secondary special,Married,House / apartment,4.018.356.164.383.560,2.186.301.369.863.010,1,1,0,0,2.0,FALSE
144,F,Y,N,0,Working,Secondary / secondary special,Married,House / apartment,4.018.356.164.383.560,2.186.301.369.863.010,1,1,0,0,2.0,FALSE
145,M,Y,N,0,Working,Incomplete higher,Married,With parents,2.907.123.287.671.230,26.904.109.589.041.000,1,0,1,0,2.0,FALSE
146,F,N,N,0,Working,Higher education,Separated,Municipal apartment,5.227.945.205.479.450,14.364.383.561.643.800,1,0,1,0,1.0,FALSE
147,F,N,N,0,Commercial associate,Secondary / secondary special,Married,House / apartment,3.890.684.931.506.840,586.027.397.260.274,1,0,1,0,2.0,FALSE
148,M,Y,N,1,Working,Secondary / secondary special,Married,House / apartment,2.727.945.205.479.450,25.232.876.712.328.700,1,1,0,0,3.0,FALSE
149,M,Y,N,1,Working,Secondary / secondary special,Married,House / apartment,2.727.945.205.479.450,25.232.876.712.328.700,1,1,0,0,3.0,FALSE
150,F,N,N,0,Working,Secondary / secondary special,Single / not married,House / apartment,4.375.342.465.753.420,24.621.917.808.219.100,1,0,0,0,1.0,FALSE
151,M,Y,N,0,State servant,Higher education,Married,With parents,28.126.027.397.260.200,4.526.027.397.260.270,1,1,1,0,2.0,FALSE
152,M,Y,N,0,State servant,Higher education,Married,With parents,28.126.027.397.260.200,4.526.027.397.260.270,1,1,1,0,2.0,FALSE
153,M,Y,N,0,State servant,Higher education,Married,With parents,28.126.027.397.260.200,4.526.027.397.260.270,1,1,1,0,2.0,FALSE
154,M,N,N,0,Commercial associate,Secondary / secondary special,Married,Municipal apartment,4.049.589.041.095.890,6.693.150.684.931.500,1,0,1,0,2.0,FALSE
155,M,N,N,0,Commercial associate,Secondary / secondary special,Married,Municipal apartment,4.049.589.041.095.890,6.693.150.684.931.500,1,0,1,0,2.0,FALSE
156,M,N,N,0,Commercial associate,Secondary / secondary special,Married,Municipal apartment,4.049.589.041.095.890,6.693.150.684.931.500,1,0,1,0,2.0,FALSE
157,M,N,N,0,Commercial associate,Secondary / secondary special,Married,Municipal apartment,4.049.589.041.095.890,6.693.150.684.931.500,1,0,1,0,2.0,FALSE
158,M,N,N,0,Commercial associate,Secondary / secondary special,Married,Municipal apartment,4.049.589.041.095.890,6.693.150.684.931.500,1,0,1,0,2.0,FALSE
159,M,N,N,0,Commercial associate,Secondary / secondary special,Married,Municipal apartment,4.049.589.041.095.890,6.693.150.684.931.500,1,0,1,0,2.0,FALSE
160,F,N,N,0,Working,Secondary / secondary special,Civil marriage,House / apartment,4.147.945.205.479.450,13.194.520.547.945.200,1,0,1,0,2.0,FALSE
161,F,N,N,0,Working,Secondary / secondary special,Civil marriage,House / apartment,4.147.945.205.479.450,13.194.520.547.945.200,1,0,1,0,2.0,FALSE
162,F,N,N,0,Working,Secondary / secondary special,Civil marriage,House / apartment,4.147.945.205.479.450,13.194.520.547.945.200,1,0,1,0,2.0,FALSE
163,F,N,N,0,Working,Secondary / secondary special,Civil marriage,House / apartment,4.147.945.205.479.450,13.194.520.547.945.200,1,0,1,0,2.0,FALSE
164,F,N,N,0,Working,Secondary / secondary special,Civil marriage,House / apartment,4.147.945.205.479.450,13.194.520.547.945.200,1,0,1,0,2.0,FALSE
165,F,N,N,0,Working,Secondary / secondary special,Civil marriage,House / apartment,4.147.945.205.479.450,13.194.520.547.945.200,1,0,1,0,2.0,FALSE
166,F,N,N,0,Working,Secondary / secondary special,Civil marriage,House / apartment,4.147.945.205.479.450,13.194.520.547.945.200,1,0,1,0,2.0,FALSE
167,F,N,N,0,Working,Secondary / secondary special,Civil marriage,House / apartment,4.147.945.205.479.450,13.194.520.547.945.200,1,0,1,0,2.0,FALSE
168,F,N,N,0,Working,Secondary / secondary special,Civil marriage,House / apartment,4.147.945.205.479.450,13.194.520.547.945.200,1,0,1,0,2.0,FALSE
169,F,N,N,0,Pensioner,Secondary / secondary special,Married,House / apartment,5.764.657.534.246.570,-10.006.657.534.246.500,1,0,1,0,2.0,FALSE
170,F,N,N,0,Working,Secondary / secondary special,Single / not married,Municipal apartment,44.106.849.315.068.400,5.112.328.767.123.280,1,0,1,0,1.0,FALSE
171,F,N,N,0,Pensioner,Secondary / secondary special,Widow,House / apartment,6.044.109.589.041.090,-10.006.657.534.246.500,1,0,0,0,1.0,FALSE
172,F,N,N,0,Pensioner,Secondary / secondary special,Widow,House / apartment,6.044.109.589.041.090,-10.006.657.534.246.500,1,0,0,0,1.0,FALSE
173,F,Y,N,0,Pensioner,Secondary / secondary special,Married,House / apartment,5.517.808.219.178.080,-10.006.657.534.246.500,1,0,1,1,2.0,FALSE
174,F,Y,N,0,Pensioner,Secondary / secondary special,Married,House / apartment,5.517.808.219.178.080,-10.006.657.534.246.500,1,0,1,1,2.0,FALSE
175,F,Y,N,0,Pensioner,Secondary / secondary special,Married,House / apartment,5.517.808.219.178.080,-10.006.657.534.246.500,1,0,1,1,2.0,FALSE
176,F,Y,N,0,Pensioner,Secondary / secondary special,Married,House / apartment,5.517.808.219.178.080,-10.006.657.534.246.500,1,0,1,1,2.0,FALSE
177,F,Y,N,0,Pensioner,Secondary / secondary special,Married,House / apartment,5.517.808.219.178.080,-10.006.657.534.246.500,1,0,1,1,2.0,FALSE
178,F,Y,N,0,Pensioner,Secondary / secondary special,Married,House / apartment,5.517.808.219.178.080,-10.006.657.534.246.500,1,0,1,1,2.0,FALSE
179,F,Y,N,0,Pensioner,Secondary / secondary special,Married,House / apartment,5.517.808.219.178.080,-10.006.657.534.246.500,1,0,1,1,2.0,FALSE
180,F,Y,N,0,Pensioner,Secondary / secondary special,Married,House / apartment,5.517.808.219.178.080,-10.006.657.534.246.500,1,0,1,1,2.0,FALSE
181,F,Y,N,0,Pensioner,Secondary / secondary special,Married,House / apartment,5.517.808.219.178.080,-10.006.657.534.246.500,1,0,1,1,2.0,FALSE
182,M,Y,N,0,Working,Higher education,Married,House / apartment,5.750.958.904.109.580,1.295.068.493.150.680,1,0,1,0,2.0,FALSE
183,M,Y,N,0,Working,Higher education,Married,House / apartment,5.750.958.904.109.580,1.295.068.493.150.680,1,0,1,0,2.0,FALSE
184,M,Y,N,0,Working,Higher education,Married,House / apartment,5.750.958.904.109.580,1.295.068.493.150.680,1,0,1,0,2.0,FALSE
